nome,apelido,data_nascimento,posicao,mao
Tiago,Costa,1990-11-29,Ponta Direita,Esquerda
Jorge,Rocha,1996-07-05,Pivot,Esquerda
Rui,Sousa,2002-05-03,Lateral Esquerdo,Esquerda
José,Vieira,1998-10-25,Guarda-Redes,Direita
Ricardo,Lopes,1995-11-22,Ponta Direita,Direita
Tomás,Nunes,1993-09-14,Ponta Esquerda,Esquerda
Rafael,Pereira,1992-12-26,Guarda-Redes,Direita
Daniel,Sousa,1998-02-16,Lateral Esquerdo,Direita
Miguel,Santos,2002-10-06,Lateral Direito,Esquerda
Guilherme,Rodrigues,1996-08-29,Ponta Direita,Esquerda
Rui,Pinto,2003-07-05,Lateral Esquerdo,Direita
João,Monteiro,2003-06-07,Pivot,Esquerda
Vasco,Sousa,2001-05-11,Ponta Direita,Esquerda
Carlos,Mendes,1995-10-26,Ponta Direita,Direita
Miguel,Monteiro,1998-01-06,Guarda-Redes,Esquerda
Rafael,Guerreiro,1996-08-04,Ponta Direita,Esquerda
Carlos,Cardoso,2003-11-17,Ponta Direita,Esquerda
Rafael,Fonseca,1990-04-18,Central,Direita
Pedro,Correia,2000-04-01,Central,Esquerda
David,Gomes,2001-03-24,Lateral Direito,Esquerda
Tiago,Rodrigues,2003-10-10,Lateral Esquerdo,Esquerda
Gabriel,Silva,1990-05-18,Central,Esquerda
José,Ferreira,2004-08-06,Lateral Esquerdo,Direita
Rui,Gomes,1998-09-13,Lateral Esquerdo,Esquerda
João,Carvalho,2005-08-04,Pivot,Esquerda
Hugo,Santos,1991-10-08,Ponta Direita,Direita
Ricardo,Teixeira,1996-04-22,Pivot,Esquerda
António,Oliveira,1990-09-30,Central,Esquerda
Paulo,Rodrigues,1990-12-12,Lateral Esquerdo,Direita
Manuel,Mendes,1994-08-08,Pivot,Direita
David,Monteiro,2001-11-11,Pivot,Direita
Paulo,Marques,2004-12-05,Lateral Direito,Direita
Daniel,Vieira,2000-05-24,Lateral Direito,Esquerda
António,Marques,1992-03-24,Guarda-Redes,Direita
Pedro,Carvalho,1996-05-31,Guarda-Redes,Direita
Miguel,Almeida,1999-07-27,Ponta Direita,Esquerda
Diogo,Almeida,2004-02-25,Lateral Esquerdo,Direita
Gabriel,Marques,1999-08-26,Pivot,Direita
João,Guerreiro,1995-07-01,Ponta Direita,Direita
Ricardo,Pereira,1999-05-06,Ponta Esquerda,Direita
Hugo,Ferreira,1997-03-23,Ponta Esquerda,Esquerda
Gonçalo,Pinto,1998-08-11,Lateral Direito,Esquerda
Vasco,Vieira,2001-08-12,Lateral Esquerdo,Direita
Guilherme,Lopes,2001-02-01,Central,Direita
José,Martins,2004-03-25,Pivot,Esquerda
Diogo,Martins,2000-02-14,Ponta Esquerda,Direita
Gonçalo,Lopes,1991-04-07,Lateral Direito,Direita
Vasco,Nunes,2004-11-01,Lateral Esquerdo,Direita
Vasco,Pereira,1990-02-04,Ponta Direita,Direita
João,Cardoso,1996-10-12,Central,Direita
Diogo,Mendes,1990-01-07,Guarda-Redes,Direita
Francisco,Almeida,1991-05-04,Lateral Direito,Esquerda
Gabriel,Teixeira,1990-01-05,Central,Esquerda
Pedro,Costa,2000-08-30,Lateral Direito,Direita
Vasco,Rocha,1993-03-03,Lateral Esquerdo,Direita
Ricardo,Guerreiro,1994-09-11,Lateral Esquerdo,Esquerda
António,Teixeira,2005-04-20,Guarda-Redes,Esquerda
Bruno,Silva,1993-07-10,Ponta Esquerda,Direita
Francisco,Sousa,2004-11-14,Lateral Esquerdo,Esquerda
Vasco,Ferreira,1991-09-30,Lateral Esquerdo,Direita
Fernando,Gomes,1990-10-22,Lateral Esquerdo,Direita
Diogo,Marques,2005-08-31,Guarda-Redes,Direita
Carlos,Nunes,2005-12-22,Central,Direita
Carlos,Ribeiro,2003-03-16,Lateral Esquerdo,Direita
Guilherme,Cardoso,1996-07-21,Ponta Direita,Esquerda
Fernando,Fonseca,2001-02-23,Ponta Esquerda,Direita
Luís,Reis,2003-04-14,Pivot,Esquerda
Tiago,Fernandes,2004-06-03,Ponta Direita,Direita
António,Teixeira,2000-06-16,Ponta Esquerda,Direita
Miguel,Dias,1990-05-17,Ponta Esquerda,Direita
Guilherme,Gomes,2004-09-18,Pivot,Esquerda
Manuel,Fernandes,1997-06-28,Pivot,Direita
Rui,Dias,2000-01-29,Ponta Direita,Esquerda
João,Ribeiro,1996-10-18,Pivot,Esquerda
Francisco,Mendes,1993-05-03,Ponta Esquerda,Direita
Guilherme,Guerreiro,1996-06-28,Lateral Direito,Esquerda
David,Reis,1990-05-19,Pivot,Direita
Ricardo,Pinto,2003-09-29,Pivot,Esquerda
Francisco,Silva,1993-04-22,Pivot,Esquerda
Pedro,Ferreira,1999-09-22,Ponta Direita,Esquerda
Tiago,Rocha,2000-11-06,Ponta Direita,Direita
Ricardo,Ribeiro,1997-10-27,Central,Esquerda
Tomás,Vieira,2001-04-13,Ponta Direita,Direita
Gonçalo,Rodrigues,1992-10-27,Lateral Direito,Esquerda
Gonçalo,Almeida,1992-12-12,Lateral Esquerdo,Direita
Paulo,Sousa,1991-12-17,Lateral Direito,Direita
Bruno,Carvalho,1992-06-05,Lateral Direito,Direita
Nuno,Correia,1992-10-04,Ponta Direita,Esquerda
David,Pinto,2003-11-29,Lateral Esquerdo,Direita
Pedro,Correia,1991-04-14,Guarda-Redes,Direita
Diogo,Gomes,2001-11-09,Pivot,Esquerda
Rafael,Carvalho,1994-09-28,Lateral Esquerdo,Esquerda
Luís,Mendes,2001-11-25,Guarda-Redes,Direita
João,Ribeiro,2004-11-18,Central,Direita
José,Costa,1997-08-30,Guarda-Redes,Direita
Hugo,Gomes,1990-01-28,Guarda-Redes,Direita
Hugo,Monteiro,1992-06-03,Pivot,Direita
Rui,Santos,1991-07-21,Lateral Direito,Direita
Diogo,Henriques,1998-12-11,Ponta Esquerda,Esquerda
Jorge,Monteiro,1997-10-05,Central,Esquerda
Gonçalo,Rocha,2002-01-23,Guarda-Redes,Esquerda
Diogo,Henriques,2002-12-04,Ponta Direita,Esquerda
Jorge,Sousa,2001-11-21,Central,Esquerda
Bruno,Guerreiro,2000-01-13,Ponta Direita,Direita
Gabriel,Pereira,2005-11-01,Guarda-Redes,Direita
Nuno,Cardoso,2003-02-14,Ponta Esquerda,Esquerda
André,Carvalho,1990-02-24,Ponta Direita,Esquerda
André,Rocha,2003-09-06,Lateral Direito,Esquerda
Miguel,Oliveira,1991-10-18,Lateral Direito,Direita
Luís,Oliveira,1991-09-21,Central,Direita
Miguel,Fonseca,1999-07-22,Ponta Direita,Direita
Luís,Correia,2001-08-22,Guarda-Redes,Esquerda
Guilherme,Lopes,2005-09-26,Central,Direita
Diogo,Rocha,1996-05-03,Ponta Esquerda,Direita
José,Ribeiro,1999-02-19,Guarda-Redes,Direita
João,Fernandes,1993-12-11,Guarda-Redes,Esquerda
André,Ribeiro,2001-07-06,Lateral Esquerdo,Direita
Jorge,Ferreira,1991-05-19,Pivot,Direita
Tiago,Almeida,1997-07-01,Ponta Esquerda,Esquerda
Marco,Oliveira,2005-10-27,Pivot,Direita
Ricardo,Pinto,1997-07-13,Lateral Esquerdo,Direita
Nuno,Lopes,1997-05-08,Pivot,Esquerda
Tomás,Marques,1997-01-09,Ponta Esquerda,Esquerda
João,Fernandes,2002-04-28,Lateral Esquerdo,Direita
Paulo,Vieira,1992-05-28,Guarda-Redes,Esquerda
João,Silva,2005-06-09,Ponta Esquerda,Esquerda
Gabriel,Santos,2000-10-17,Central,Direita
Rafael,Guerreiro,2004-08-30,Central,Esquerda
Bruno,Silva,1990-01-21,Pivot,Esquerda
Daniel,Rodrigues,2003-09-03,Ponta Direita,Direita
Ricardo,Silva,2000-04-07,Central,Esquerda
Francisco,Martins,2004-12-18,Ponta Esquerda,Direita
Gabriel,Vieira,2005-08-05,Lateral Direito,Esquerda
Gonçalo,Santos,2004-11-02,Central,Esquerda
Bruno,Ferreira,1992-07-05,Guarda-Redes,Direita
Rui,Vieira,1997-09-06,Ponta Direita,Direita
Jorge,Guerreiro,1998-09-22,Lateral Direito,Direita
Luís,Lopes,2002-10-13,Guarda-Redes,Esquerda
Gonçalo,Marques,2000-05-14,Guarda-Redes,Direita
David,Henriques,1991-04-21,Lateral Esquerdo,Direita
Hugo,Dias,2003-12-07,Pivot,Esquerda
Diogo,Reis,1998-09-17,Ponta Direita,Esquerda
Francisco,Rocha,1990-08-21,Lateral Esquerdo,Direita
António,Santos,2000-08-09,Ponta Direita,Direita
Daniel,Fonseca,2000-10-09,Central,Esquerda
Bruno,Santos,1991-10-31,Central,Esquerda
Hugo,Ferreira,2003-10-24,Ponta Direita,Direita
Daniel,Pereira,2004-06-14,Ponta Esquerda,Esquerda
Marco,Lopes,2000-12-16,Lateral Direito,Esquerda
José,Lopes,2001-03-07,Central,Esquerda
Nuno,Martins,1993-02-27,Guarda-Redes,Direita
Pedro,Costa,1997-09-14,Lateral Direito,Direita
António,Vieira,1994-08-14,Ponta Direita,Direita
Marco,Santos,2005-09-01,Ponta Esquerda,Direita
Marco,Gomes,1999-01-17,Central,Esquerda
Bruno,Dias,1999-12-03,Central,Direita
Guilherme,Reis,2001-07-31,Ponta Esquerda,Esquerda
Paulo,Nunes,2005-09-05,Lateral Esquerdo,Esquerda
Pedro,Almeida,1990-09-26,Central,Esquerda
David,Carvalho,1996-11-26,Lateral Esquerdo,Esquerda
Gonçalo,Pinto,2001-02-23,Lateral Esquerdo,Direita
Rui,Henriques,1997-04-15,Pivot,Esquerda
Gonçalo,Reis,2000-07-04,Central,Direita
Gonçalo,Oliveira,1997-01-29,Ponta Esquerda,Direita
Rui,Lopes,1995-03-07,Central,Direita
Ricardo,Marques,2004-01-20,Ponta Esquerda,Esquerda
Carlos,Almeida,1993-03-08,Central,Esquerda
Ricardo,Ribeiro,2001-09-18,Ponta Esquerda,Direita
Hugo,Guerreiro,1991-10-05,Ponta Esquerda,Direita
André,Henriques,2001-02-27,Ponta Esquerda,Esquerda
Carlos,Nunes,2000-12-03,Pivot,Direita
António,Martins,1997-07-28,Pivot,Direita
Paulo,Lopes,1999-06-03,Lateral Esquerdo,Direita
Luís,Guerreiro,1991-05-18,Lateral Esquerdo,Direita
Nuno,Costa,1992-09-05,Guarda-Redes,Direita
Gabriel,Teixeira,1997-12-10,Ponta Esquerda,Esquerda
Ricardo,Vieira,1997-05-13,Lateral Esquerdo,Esquerda
Miguel,Ferreira,2005-05-28,Ponta Esquerda,Direita
Miguel,Santos,2005-10-14,Central,Direita
Vasco,Dias,1998-03-01,Guarda-Redes,Esquerda
Diogo,Rodrigues,1997-02-05,Ponta Esquerda,Direita
Marco,Carvalho,2005-06-18,Lateral Direito,Direita
Luís,Gomes,1999-05-14,Ponta Direita,Esquerda
João,Nunes,1993-07-15,Ponta Esquerda,Direita
Francisco,Ferreira,1992-01-07,Central,Esquerda
Luís,Rodrigues,2005-08-08,Lateral Esquerdo,Direita
Tomás,Pinto,1990-04-11,Central,Esquerda
Fernando,Vieira,1997-02-14,Ponta Esquerda,Direita
Manuel,Guerreiro,2000-10-23,Pivot,Direita
Eduardo,Santos,1992-08-05,Central,Direita
André,Nunes,1997-02-03,Lateral Esquerdo,Esquerda
Hugo,Costa,2000-04-30,Lateral Esquerdo,Direita
David,Nunes,1999-10-18,Guarda-Redes,Esquerda
Tomás,Fonseca,2003-06-21,Guarda-Redes,Direita
Manuel,Rodrigues,1990-11-02,Pivot,Esquerda
Miguel,Vieira,2001-01-15,Lateral Direito,Direita
Nuno,Fernandes,1994-08-06,Ponta Esquerda,Esquerda
Tiago,Dias,1993-11-29,Guarda-Redes,Esquerda
José,Teixeira,1996-03-29,Ponta Direita,Esquerda
Hugo,Rocha,2001-01-11,Lateral Esquerdo,Esquerda
Francisco,Fernandes,1994-10-21,Lateral Direito,Direita
Hugo,Pereira,1998-05-07,Ponta Esquerda,Direita
Rafael,Oliveira,1996-09-12,Pivot,Direita
Miguel,Rocha,1990-08-24,Ponta Direita,Esquerda
Rui,Ribeiro,2002-12-02,Central,Esquerda
Diogo,Costa,2000-12-02,Ponta Esquerda,Esquerda
José,Pereira,2003-02-03,Guarda-Redes,Direita
António,Pinto,2005-09-18,Pivot,Esquerda
Jorge,Carvalho,2000-10-18,Lateral Direito,Direita
Vasco,Silva,2000-06-04,Lateral Esquerdo,Esquerda
Daniel,Fonseca,1994-10-29,Ponta Esquerda,Direita
Eduardo,Rodrigues,2005-12-11,Pivot,Esquerda
Rui,Henriques,1997-10-19,Ponta Direita,Direita
Eduardo,Santos,2004-10-01,Ponta Direita,Direita
Vasco,Correia,1997-11-12,Ponta Esquerda,Esquerda
Francisco,Martins,1994-12-02,Ponta Direita,Direita
Miguel,Carvalho,1992-11-23,Guarda-Redes,Esquerda
David,Sousa,2002-12-20,Ponta Direita,Esquerda
Paulo,Sousa,2004-08-04,Guarda-Redes,Esquerda
Gonçalo,Rocha,1990-08-30,Ponta Esquerda,Direita
Gabriel,Mendes,2004-02-05,Ponta Esquerda,Direita
Carlos,Fernandes,1992-06-15,Central,Esquerda
Rafael,Vieira,1998-05-31,Ponta Direita,Direita
André,Rodrigues,2004-05-21,Pivot,Esquerda
André,Silva,1995-10-20,Guarda-Redes,Esquerda
Jorge,Pereira,2002-05-05,Central,Direita
Francisco,Almeida,1991-03-13,Guarda-Redes,Direita
António,Lopes,1997-07-12,Lateral Esquerdo,Esquerda
André,Oliveira,1996-12-28,Central,Esquerda
Ricardo,Henriques,1998-01-24,Central,Direita
Hugo,Almeida,1997-03-08,Central,Esquerda
José,Cardoso,1991-02-11,Ponta Esquerda,Direita
Manuel,Teixeira,2001-06-08,Lateral Direito,Direita
Gabriel,Correia,2000-01-31,Ponta Esquerda,Direita
Rafael,Reis,1998-03-21,Ponta Direita,Direita
Nuno,Ferreira,1995-03-22,Lateral Direito,Esquerda
Carlos,Almeida,2004-04-25,Ponta Direita,Direita
Diogo,Ribeiro,1990-06-11,Pivot,Direita
Rafael,Fonseca,2000-08-12,Ponta Direita,Direita
Pedro,Ferreira,1990-12-19,Central,Direita
Luís,Marques,1991-09-15,Pivot,Direita
Tomás,Oliveira,1993-09-15,Ponta Direita,Direita
Miguel,Martins,1996-10-23,Ponta Direita,Direita
Tiago,Rodrigues,2000-10-23,Guarda-Redes,Esquerda
José,Ferreira,2003-11-12,Ponta Direita,Esquerda
João,Marques,1995-06-14,Guarda-Redes,Esquerda
Gonçalo,Guerreiro,1999-10-12,Central,Esquerda
Daniel,Marques,1990-05-02,Central,Direita
Paulo,Mendes,2005-05-05,Ponta Esquerda,Direita
Tiago,Rocha,1991-05-19,Lateral Esquerdo,Esquerda
Rafael,Ribeiro,1994-11-17,Guarda-Redes,Esquerda
Eduardo,Fonseca,1999-10-10,Guarda-Redes,Esquerda
José,Costa,1992-07-15,Central,Direita
Manuel,Silva,1999-09-21,Central,Direita
David,Silva,2002-01-31,Ponta Direita,Direita
João,Nunes,2005-10-15,Lateral Esquerdo,Esquerda
Rafael,Fernandes,1993-10-28,Central,Direita
Miguel,Almeida,1996-11-04,Guarda-Redes,Direita
Gonçalo,Sousa,1990-05-12,Ponta Direita,Esquerda
Luís,Monteiro,2000-10-27,Guarda-Redes,Esquerda
Eduardo,Pereira,1990-06-28,Guarda-Redes,Direita
Pedro,Reis,1992-09-14,Central,Direita
Pedro,Rodrigues,1991-08-16,Guarda-Redes,Direita
Gabriel,Monteiro,1993-12-25,Guarda-Redes,Esquerda
Ricardo,Costa,1993-08-31,Guarda-Redes,Direita
António,Ferreira,1990-11-16,Guarda-Redes,Esquerda
Jorge,Pinto,1993-05-24,Ponta Direita,Esquerda
Marco,Fernandes,1990-07-09,Lateral Esquerdo,Esquerda
Manuel,Ribeiro,2005-11-08,Lateral Esquerdo,Direita
Paulo,Silva,1996-01-21,Ponta Direita,Direita
Tomás,Santos,1998-02-05,Lateral Esquerdo,Esquerda
Manuel,Pereira,1998-06-21,Pivot,Esquerda
Eduardo,Reis,1999-11-24,Guarda-Redes,Esquerda
Diogo,Ferreira,1998-06-14,Ponta Esquerda,Esquerda
Bruno,Vieira,1996-07-17,Central,Direita
Nuno,Dias,1998-11-29,Central,Direita
Tomás,Gomes,2005-09-23,Lateral Direito,Esquerda
Francisco,Rocha,1993-11-24,Guarda-Redes,Esquerda
Rui,Oliveira,1999-08-20,Lateral Direito,Direita
Marco,Almeida,2005-10-22,Lateral Esquerdo,Direita
Eduardo,Rocha,1991-09-18,Pivot,Direita
Fernando,Correia,1994-03-09,Pivot,Direita
Nuno,Henriques,2001-01-11,Guarda-Redes,Direita
Daniel,Martins,1998-12-13,Guarda-Redes,Direita
Eduardo,Martins,1994-01-05,Pivot,Direita
Manuel,Santos,1997-07-07,Ponta Direita,Direita
Daniel,Monteiro,1990-06-20,Ponta Esquerda,Esquerda
Tomás,Rocha,2003-08-20,Lateral Direito,Esquerda
Francisco,Lopes,1997-10-08,Pivot,Direita
Miguel,Guerreiro,1996-05-31,Pivot,Direita
Daniel,Vieira,1999-12-29,Lateral Direito,Esquerda
Tomás,Teixeira,1991-08-12,Guarda-Redes,Esquerda
João,Henriques,1990-04-24,Lateral Esquerdo,Esquerda
Gonçalo,Rocha,1991-02-18,Guarda-Redes,Direita
Marco,Mendes,2003-12-18,Ponta Esquerda,Direita
José,Mendes,2001-06-12,Central,Direita
Gonçalo,Fernandes,2000-06-27,Ponta Esquerda,Esquerda
Bruno,Guerreiro,2000-04-19,Ponta Esquerda,Esquerda
Luís,Henriques,1997-01-04,Central,Esquerda
Eduardo,Costa,1996-07-02,Guarda-Redes,Esquerda
Jorge,Costa,1990-12-05,Guarda-Redes,Esquerda
Guilherme,Cardoso,2000-12-22,Lateral Esquerdo,Esquerda
Eduardo,Vieira,1997-04-05,Lateral Esquerdo,Direita
Ricardo,Monteiro,1997-09-27,Central,Esquerda
Jorge,Pinto,1998-01-10,Central,Esquerda
Gabriel,Marques,1993-02-09,Lateral Direito,Direita
Francisco,Gomes,1996-09-21,Ponta Direita,Esquerda
José,Teixeira,1994-05-29,Ponta Esquerda,Direita
Manuel,Nunes,2000-08-12,Ponta Direita,Direita
Rafael,Sousa,2004-11-25,Ponta Direita,Esquerda
Vasco,Henriques,1992-06-21,Pivot,Esquerda
David,Fernandes,1992-04-25,Lateral Esquerdo,Direita
João,Mendes,1996-06-07,Lateral Esquerdo,Direita
Guilherme,Almeida,2005-03-23,Pivot,Direita
David,Pereira,2004-06-08,Pivot,Direita
Luís,Monteiro,2000-07-02,Pivot,Direita
Marco,Nunes,1990-04-09,Guarda-Redes,Esquerda
Guilherme,Pinto,1994-12-20,Lateral Esquerdo,Esquerda
Guilherme,Reis,1999-05-07,Lateral Esquerdo,Direita
Luís,Silva,1991-02-07,Ponta Esquerda,Esquerda
Miguel,Silva,1996-12-20,Lateral Esquerdo,Esquerda
Pedro,Vieira,2002-11-03,Guarda-Redes,Direita
Jorge,Marques,1995-11-07,Central,Esquerda
Carlos,Vieira,2004-06-13,Ponta Esquerda,Esquerda
Tomás,Fonseca,1993-03-08,Pivot,Esquerda
Nuno,Cardoso,1995-12-28,Ponta Esquerda,Esquerda
Pedro,Ferreira,1996-05-26,Pivot,Esquerda
Ricardo,Correia,1998-11-15,Ponta Esquerda,Esquerda
David,Dias,1990-10-08,Central,Esquerda
Ricardo,Fonseca,1990-03-07,Lateral Esquerdo,Esquerda
Francisco,Cardoso,1999-03-26,Lateral Esquerdo,Esquerda
Rui,Sousa,2003-03-18,Lateral Direito,Direita
Miguel,Pinto,2002-09-13,Ponta Esquerda,Esquerda
Jorge,Cardoso,1990-06-30,Lateral Direito,Esquerda
Diogo,Rocha,2003-06-15,Lateral Direito,Direita
Pedro,Pereira,2005-06-23,Lateral Esquerdo,Direita
Guilherme,Sousa,2000-12-16,Central,Esquerda
Tomás,Fernandes,1993-09-26,Central,Esquerda
Guilherme,Santos,1995-06-26,Ponta Direita,Direita
Fernando,Costa,1998-04-19,Central,Direita
Manuel,Dias,1992-05-17,Guarda-Redes,Direita
Bruno,Lopes,2004-11-18,Ponta Direita,Direita
Marco,Rodrigues,1994-02-17,Ponta Esquerda,Esquerda
José,Fernandes,1996-05-11,Guarda-Redes,Direita
Vasco,Guerreiro,2002-10-29,Ponta Direita,Direita
Vasco,Nunes,1999-02-27,Pivot,Esquerda
Manuel,Lopes,2002-02-14,Guarda-Redes,Esquerda
Miguel,Rodrigues,1999-06-24,Lateral Esquerdo,Direita
Guilherme,Reis,1997-08-31,Ponta Direita,Direita
Gabriel,Monteiro,1991-12-27,Lateral Esquerdo,Esquerda
Eduardo,Fernandes,1990-05-20,Guarda-Redes,Esquerda
Tomás,Dias,2004-03-29,Ponta Esquerda,Esquerda
Jorge,Rocha,1992-05-28,Guarda-Redes,Esquerda
Guilherme,Vieira,1998-03-24,Ponta Direita,Direita
Manuel,Rocha,1993-04-26,Guarda-Redes,Esquerda
Rui,Teixeira,1994-04-29,Central,Direita
Guilherme,Silva,2004-09-02,Lateral Direito,Direita
Jorge,Monteiro,2004-11-12,Lateral Esquerdo,Direita
André,Pereira,2001-08-18,Ponta Esquerda,Direita
Tiago,Martins,2001-07-26,Guarda-Redes,Esquerda
Bruno,Rocha,1998-01-31,Lateral Direito,Direita
Francisco,Vieira,2002-10-30,Ponta Esquerda,Direita
Guilherme,Nunes,1996-11-29,Guarda-Redes,Esquerda
Luís,Reis,1992-03-22,Lateral Esquerdo,Direita
André,Pereira,1991-03-02,Lateral Direito,Direita
Fernando,Costa,1997-08-11,Lateral Esquerdo,Esquerda
Gabriel,Fonseca,1993-04-11,Lateral Esquerdo,Direita
Tomás,Santos,1992-09-17,Central,Esquerda
Diogo,Pereira,1992-06-12,Pivot,Esquerda
André,Marques,1991-06-21,Guarda-Redes,Direita
Daniel,Fonseca,2003-02-12,Central,Esquerda
Miguel,Oliveira,1995-03-05,Guarda-Redes,Esquerda
Nuno,Teixeira,1997-10-25,Guarda-Redes,Esquerda
Carlos,Lopes,1991-06-14,Lateral Direito,Direita
Pedro,Lopes,1999-03-14,Pivot,Esquerda
Rafael,Henriques,1999-03-02,Ponta Esquerda,Esquerda
Luís,Henriques,1996-03-25,Ponta Direita,Esquerda
Fernando,Lopes,2004-06-23,Central,Direita
André,Teixeira,2000-07-16,Pivot,Direita
Rafael,Ribeiro,2003-12-21,Central,Direita
Miguel,Guerreiro,1997-07-24,Lateral Direito,Esquerda
José,Gomes,1996-05-08,Pivot,Direita
José,Vieira,2002-03-22,Lateral Direito,Esquerda
Eduardo,Mendes,1996-10-14,Lateral Esquerdo,Direita
Nuno,Fonseca,1999-09-10,Central,Esquerda
Ricardo,Cardoso,2004-05-22,Central,Esquerda
Eduardo,Ribeiro,1992-09-16,Lateral Direito,Esquerda
João,Reis,1997-06-20,Ponta Direita,Esquerda
Francisco,Carvalho,2000-11-01,Lateral Esquerdo,Direita
José,Vieira,1995-04-29,Lateral Esquerdo,Direita
Diogo,Teixeira,2000-04-03,Ponta Esquerda,Esquerda
Carlos,Correia,1998-08-28,Lateral Esquerdo,Direita
Guilherme,Dias,2004-04-16,Lateral Direito,Esquerda
Rui,Silva,1998-04-24,Lateral Esquerdo,Direita
Tiago,Almeida,1990-10-17,Ponta Direita,Esquerda
Tiago,Sousa,2005-07-04,Central,Esquerda
Fernando,Rodrigues,2003-11-11,Lateral Direito,Direita
Gabriel,Reis,2003-01-21,Central,Esquerda
Eduardo,Almeida,2002-06-26,Ponta Direita,Esquerda
Rui,Lopes,1990-05-11,Ponta Esquerda,Esquerda
Tiago,Santos,1996-10-02,Ponta Esquerda,Esquerda
Luís,Mendes,2005-04-13,Ponta Direita,Esquerda
Vasco,Marques,1997-02-04,Pivot,Esquerda
Tiago,Lopes,1999-07-10,Guarda-Redes,Esquerda
Francisco,Carvalho,1999-07-05,Ponta Direita,Direita
Carlos,Cardoso,1990-01-27,Central,Esquerda
Miguel,Dias,1998-04-28,Pivot,Direita
Fernando,Silva,1998-08-03,Central,Direita
Bruno,Carvalho,1996-07-20,Pivot,Esquerda
Tomás,Rocha,1994-08-29,Ponta Direita,Esquerda
Daniel,Oliveira,1995-01-02,Guarda-Redes,Esquerda
Rui,Pereira,1994-01-19,Pivot,Esquerda
Rui,Ferreira,1997-03-22,Ponta Esquerda,Direita
Pedro,Almeida,2005-06-19,Guarda-Redes,Esquerda
Gabriel,Sousa,1997-02-25,Ponta Esquerda,Direita
André,Mendes,1998-03-10,Pivot,Direita
Eduardo,Marques,1997-08-17,Guarda-Redes,Esquerda
João,Silva,1997-04-30,Pivot,Esquerda
David,Correia,1991-09-20,Central,Esquerda
Rui,Sousa,2004-11-01,Ponta Direita,Direita
José,Carvalho,1992-01-25,Ponta Direita,Direita
David,Gomes,2000-05-11,Ponta Direita,Esquerda
Manuel,Rocha,1996-02-14,Central,Direita
Ricardo,Dias,1990-04-27,Ponta Esquerda,Direita
Tiago,Marques,2000-02-01,Lateral Esquerdo,Esquerda
Gonçalo,Silva,2002-02-13,Ponta Direita,Esquerda
Daniel,Rocha,1994-11-15,Guarda-Redes,Esquerda
Jorge,Ferreira,2001-11-07,Ponta Direita,Direita
Vasco,Carvalho,2003-02-26,Guarda-Redes,Esquerda
Bruno,Vieira,2003-07-04,Central,Esquerda
Bruno,Almeida,1995-07-27,Lateral Esquerdo,Direita
Francisco,Costa,1995-01-16,Guarda-Redes,Esquerda
Bruno,Cardoso,2005-02-17,Lateral Esquerdo,Direita
Pedro,Fonseca,2002-01-06,Lateral Direito,Esquerda
José,Henriques,1995-01-16,Lateral Direito,Esquerda
Vasco,Santos,2003-01-13,Guarda-Redes,Direita
Luís,Reis,1994-05-09,Ponta Esquerda,Direita
Daniel,Carvalho,1994-03-13,Pivot,Esquerda
Guilherme,Silva,1994-10-09,Lateral Esquerdo,Direita
Daniel,Cardoso,2000-02-15,Pivot,Esquerda
António,Fonseca,1998-07-30,Central,Esquerda
Marco,Martins,1992-05-06,Pivot,Direita
Manuel,Dias,2004-08-31,Guarda-Redes,Esquerda
Rafael,Santos,2001-04-06,Lateral Esquerdo,Direita
Carlos,Santos,1994-04-26,Ponta Direita,Direita
Rafael,Vieira,2004-03-11,Central,Esquerda
Rui,Santos,1991-05-29,Guarda-Redes,Direita
José,Almeida,2002-02-07,Pivot,Direita
Eduardo,Reis,2005-07-04,Ponta Esquerda,Esquerda
João,Almeida,1990-07-19,Lateral Esquerdo,Direita
João,Cardoso,2005-11-24,Ponta Esquerda,Direita
Vasco,Vieira,1992-05-02,Pivot,Esquerda
Tiago,Guerreiro,2001-03-04,Central,Esquerda
Marco,Ferreira,1991-11-26,Lateral Direito,Esquerda
Marco,Costa,1998-05-22,Ponta Direita,Direita
Carlos,Henriques,2003-05-20,Guarda-Redes,Esquerda
João,Henriques,1996-04-11,Central,Direita
Tomás,Sousa,1992-03-10,Pivot,Esquerda
Rui,Rocha,1997-05-21,Ponta Esquerda,Esquerda
Diogo,Martins,1995-05-07,Guarda-Redes,Direita
Tomás,Lopes,2000-07-23,Guarda-Redes,Esquerda
Fernando,Henriques,2000-10-27,Guarda-Redes,Direita
Luís,Silva,1995-05-05,Ponta Direita,Esquerda
Miguel,Cardoso,1992-08-31,Pivot,Esquerda
Pedro,Rodrigues,1992-09-25,Lateral Esquerdo,Direita
André,Pereira,1997-07-06,Central,Direita
Bruno,Almeida,2005-07-13,Ponta Esquerda,Esquerda
Gonçalo,Reis,2004-12-12,Central,Direita
Eduardo,Pereira,2004-02-24,Lateral Direito,Esquerda
Ricardo,Martins,1992-10-10,Guarda-Redes,Esquerda
Luís,Sousa,1997-12-28,Ponta Direita,Direita
Paulo,Santos,1998-01-15,Guarda-Redes,Direita
Luís,Guerreiro,2003-10-09,Ponta Esquerda,Esquerda
Fernando,Rocha,1994-03-23,Guarda-Redes,Direita
